Quote,Option 1,Option 2,Option 3,Option 4,Correct Answer,,Unique
"""Evil lurks where light cannot reach""",The Severed Sun,Salvage (2009 film),Scars of Dracula,The Shout,Salvage (2009 film),Horror,Unique
"""Darkness reveals what we fear most""",Strange Factories,Surviving Evil,Sacrifice (2020 film),Spiderhole (film),Strange Factories,Horror,Unique
"""In the dark our fears come alive""",Scars of Dracula,The Shout,Salvage (2009 film),Starve Acre,The Shout,Horror,Unique
"""The shadows hide our deepest fears""",The Severed Sun,Sacrifice (2020 film),Spiderhole (film),Surviving Evil,Sacrifice (2020 film),Horror,Unique
"""The night reveals the truth we wish to hide""",The Shout,Strange Factories,Scars of Dracula,Starve Acre,The Shout,Horror,Unique
"""Fear is our only companion in the dark""",Salvage (2009 film),Scars of Dracula,Surviving Evil,The Severed Sun,Salvage (2009 film),Horror,Unique
"""The darkness is a mirror of our soul""",Starve Acre,Strange Factories,Spiderhole (film),Sacrifice (2020 film),Starve Acre,Horror,Unique
"""Evil hides in the darkest corners""",The Severed Sun,Surviving Evil,The Shout,Spiderhole (film),The Severed Sun,Horror,Unique
"""The night conceals our deepest fears""",Scars of Dracula,Strange Factories,Salvage (2009 film),Starve Acre,Strange Factories,Horror,Unique
"""In the dark nothing is as it seems""",Sacrifice (2020 film),The Severed Sun,Scars of Dracula,Spiderhole (film),Sacrifice (2020 film),Horror,Unique
"""The night holds many dangers""",Starve Acre,Salvage (2009 film),Surviving Evil,The Shout,Starve Acre,Horror,Unique
"""Evil is always lurking""",Salvage (2009 film),Strange Factories,The Shout,Scars of Dracula,Scars of Dracula,Horror,Unique
"""Darkness reveals the truth""",Surviving Evil,Spiderhole (film),Sacrifice (2020 film),The Severed Sun,The Severed Sun,Horror,Unique
"""The night is a living nightmare""",Scars of Dracula,Strange Factories,Salvage (2009 film),Surviving Evil,Strange Factories,Horror,Unique
"""Fear is a powerful ally""",Starve Acre,The Shout,The Severed Sun,Spiderhole (film),Starve Acre,Horror,Unique
"""In the dark we find our true selves""",The Shout,Sacrifice (2020 film),Surviving Evil,Salvage (2009 film),Sacrifice (2020 film),Horror,Unique
"""The shadows whisper secrets""",Scars of Dracula,Starve Acre,Strange Factories,The Severed Sun,Scars of Dracula,Horror,Unique
"""Evil thrives in the darkness""",Spiderhole (film),The Shout,Salvage (2009 film),Sacrifice (2020 film),The Shout,Horror,Unique
"""The night conceals all truths""",Surviving Evil,Starve Acre,Strange Factories,The Severed Sun,Surviving Evil,Horror,Unique
"""In the darkness our fears are revealed""",Sacrifice (2020 film),Scars of Dracula,Spiderhole (film),Salvage (2009 film),Scars of Dracula,Horror,Unique
"""The night holds the key to our darkest fears""",The Shout,Starve Acre,The Severed Sun,Strange Factories,Starve Acre,Horror,Unique
"""Darkness is a reflection of our deepest fears""",Salvage (2009 film),The Severed Sun,Scars of Dracula,Spiderhole (film),Salvage (2009 film),Horror,Unique
"""Evil hides in plain sight""",Surviving Evil,The Shout,Strange Factories,Scars of Dracula,Surviving Evil,Horror,Unique
"""The night reveals our hidden fears""",The Severed Sun,Salvage (2009 film),Scars of Dracula,Starve Acre,The Severed Sun,Horror,Unique
"""Darkness is our greatest enemy""",Spiderhole (film),Strange Factories,Sacrifice (2020 film),The Shout,Spiderhole (film),Horror,Unique
"""Fear guides us through the dark""",Scars of Dracula,Starve Acre,The Shout,Salvage (2009 film),Scars of Dracula,Horror,Unique
"""The night holds our deepest secrets""",Starve Acre,The Severed Sun,Surviving Evil,Strange Factories,Strange Factories,Horror,Unique
"""In the dark every fear is magnified""",Salvage (2009 film),The Shout,Sacrifice (2020 film),Spiderhole (film),Salvage (2009 film),Horror,Unique
"""The shadows conceal more than they reveal""",The Severed Sun,Starve Acre,Scars of Dracula,Strange Factories,Starve Acre,Horror,Unique
"""Evil always finds a way""",Spiderhole (film),Surviving Evil,Sacrifice (2020 film),The Shout,Surviving Evil,Horror,Unique
"""Darkness holds the key to our fears""",Salvage (2009 film),The Severed Sun,Strange Factories,Scars of Dracula,Scars of Dracula,Horror,Unique
"""Fear is an unspoken truth in the dark""",The Shout,Starve Acre,Spiderhole (film),Scars of Dracula,Starve Acre,Horror,Unique
"""The night is where our fears come alive""",Surviving Evil,Salvage (2009 film),Starve Acre,The Shout,Starve Acre,Horror,Unique
"""In the dark we find our darkest selves""",The Severed Sun,Spiderhole (film),Strange Factories,Sacrifice (2020 film),Sacrifice (2020 film),Horror,Unique
"""The night is a reflection of our nightmares""",Scars of Dracula,The Shout,Salvage (2009 film),Starve Acre,Scars of Dracula,Horror,Unique
"""Fear is the only thing that guides us in the dark""",Surviving Evil,Spiderhole (film),Strange Factories,The Severed Sun,Surviving Evil,Horror,Unique
"""The darkness reveals our true nature""",Nine Miles Down,The Shout,Starve Acre,Sacrifice (2020 film),Sacrifice (2020 film),Horror,Unique
"""The night is where we face our fears""",Spiderhole (film),Scars of Dracula,Salvage (2009 film),Strange Factories,Strange Factories,Horror,Unique
"""Darkness reveals the hidden truth""",The Severed Sun,Sacrifice (2020 film),Starve Acre,The Shout,The Severed Sun,Horror,Unique
"""In the dark everything is uncertain""",Scars of Dracula,Surviving Evil,Spiderhole (film),Salvage (2009 film),Surviving Evil,Horror,Unique
"""The night holds the secrets we fear to know""",The Shout,Starve Acre,Sacrifice (2020 film),Strange Factories,The Shout,Horror,Unique
"""Evil is always present in the night""",Spiderhole (film),Salvage (2009 film),Strange Factories,The Severed Sun,Spiderhole (film),Horror,Unique
"""The night is a mirror of our deepest fears""",The Severed Sun,Sacrifice (2020 film),Strange Factories,Scars of Dracula,Sacrifice (2020 film),Horror,Unique
"""Fear is the true companion in the dark""",The Shout,Starve Acre,Salvage (2009 film),Surviving Evil,Surviving Evil,Horror,Unique
"""The darkness is a reflection of our inner fears""",Strange Factories,Spiderhole (film),The Shout,Sacrifice (2020 film),Spiderhole (film),Horror,Unique
"""In the night all fears are exposed""",Scars of Dracula,The Severed Sun,Starve Acre,Salvage (2009 film),Starve Acre,Horror,Unique
"""The shadows hold our deepest secrets""",Surviving Evil,Strange Factories,The Shout,Scars of Dracula,Surviving Evil,Horror,Unique
"""Darkness conceals the truth we seek""",The Severed Sun,Sacrifice (2020 film),Starve Acre,Spiderhole (film),The Severed Sun,Horror,Unique
"""The night reveals more than it hides""",Strange Factories,Scars of Dracula,Starve Acre,Salvage (2009 film),Scars of Dracula,Horror,Unique
"""In the dark our fears are magnified""",The Shout,Surviving Evil,Sacrifice (2020 film),Spiderhole (film),Surviving Evil,Horror,Unique
"""The night holds the key to our fears""",The Severed Sun,Strange Factories,Scars of Dracula,Sacrifice (2020 film),The Severed Sun,Horror,Unique
"""Evil always finds a way to manifest""",Sacrifice (2020 film),Spiderhole (film),Scars of Dracula,Starve Acre,Spiderhole (film),Horror,Unique
"""The truth is buried deep within us""",The Tell-Tale Heart (1960 film),Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1953 British film),Tam-Lin (film),Horror,Unique
"""In the darkness truth often hides""",Tormented (2009 British film),The Tapes,Triton (film),The Tell-Tale Heart (1953 British film),Tormented (2009 British film),Horror,Unique
"""What we fear most often comes to light""",The Tell-Tale Heart (1960 film),The Tapes,Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1960 film),Horror,Unique
"""The past never stays buried for long""",Two Heads Creek,The Tell-Tale Heart (1953 British film),Tormented (2009 British film),Triton (film),Two Heads Creek,Horror,Unique
"""In the shadows our fears are revealed""",Triton (film),Tam-Lin (film),The Tell-Tale Heart (1960 film),The Tapes,Triton (film),Horror,Unique
"""The darkness hides what we cannot see""",Tam-Lin (film),Tormented (2009 British film),Two Heads Creek,The Tapes,Tam-Lin (film),Horror,Unique
"""Our deepest fears are often hidden in the dark""",The Tapes,The Tell-Tale Heart (1953 British film),Triton (film),Tormented (2009 British film),The Tapes,Horror,Unique
"""The night uncovers what the day conceals""",The Tell-Tale Heart (1960 film),Two Heads Creek,The Tapes,Tam-Lin (film),Two Heads Creek,Horror,Unique
"""The truth is often a dark shadow""",Tormented (2009 British film),Tam-Lin (film),The Tapes,Triton (film),Tormented (2009 British film),Horror,Unique
"""What lies hidden will come to light""",The Tell-Tale Heart (1960 film),The Tell-Tale Heart (1953 British film),Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1953 British film),Horror,Unique
"""In the darkness all secrets are revealed""",Triton (film),The Tapes,Tam-Lin (film),Tormented (2009 British film),Triton (film),Horror,Unique
"""Fear reveals the truth in the dark""",The Tell-Tale Heart (1960 film),Two Heads Creek,The Tapes,Tam-Lin (film),The Tell-Tale Heart (1960 film),Horror,Unique
"""The night is full of hidden truths""",Tormented (2009 British film),Triton (film),Tam-Lin (film),The Tapes,Tormented (2009 British film),Horror,Unique
"""Truth often lies hidden in the dark""",Two Heads Creek,The Tell-Tale Heart (1953 British film),The Tapes,Tam-Lin (film),Two Heads Creek,Horror,Unique
"""In the shadows the past comes alive""",Tam-Lin (film),The Tell-Tale Heart (1960 film),Triton (film),Tormented (2009 British film),Tam-Lin (film),Horror,Unique
"""Darkness reveals our deepest fears""",The Tapes,Two Heads Creek,The Tell-Tale Heart (1953 British film),Triton (film),The Tapes,Horror,Unique
"""What we fear often comes to light in the dark""",Tam-Lin (film),Tormented (2009 British film),The Tell-Tale Heart (1960 film),Triton (film),Tormented (2009 British film),Horror,Unique
"""The darkness reveals what we cannot see""",The Tell-Tale Heart (1953 British film),Two Heads Creek,Tam-Lin (film),The Tapes,The Tell-Tale Heart (1953 British film),Horror,Unique
"""Our fears are often hidden in the shadows""",Tam-Lin (film),The Tell-Tale Heart (1960 film),The Tapes,Triton (film),Triton (film),Horror,Unique
"""The truth hides in the dark corners of our minds""",Two Heads Creek,Tam-Lin (film),The Tapes,Tormented (2009 British film),Two Heads Creek,Horror,Unique
"""In the night nothing remains hidden""",Tam-Lin (film),The Tell-Tale Heart (1960 film),The Tapes,Tormented (2009 British film),Tam-Lin (film),Horror,Unique
"""The shadows uncover our deepest fears""",Tormented (2009 British film),Triton (film),Two Heads Creek,The Tell-Tale Heart (1953 British film),Triton (film),Horror,Unique
"""In the dark our fears are laid bare""",Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1960 film),The Tapes,The Tapes,Horror,Unique
"""The night reveals our darkest secrets""",The Tapes,Triton (film),The Tell-Tale Heart (1953 British film),Tormented (2009 British film),Tormented (2009 British film),Horror,Unique
"""Fear is a powerful force in the dark""",Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1960 film),Scars of Dracula,Tam-Lin (film),Horror,Unique
"""The truth is often a hidden shadow""",Triton (film),The Tapes,The Tell-Tale Heart (1953 British film),Tormented (2009 British film),The Tapes,Horror,Unique
"""In the dark our fears are magnified""",The Tell-Tale Heart (1960 film),Two Heads Creek,The Tapes,Tam-Lin (film),Tam-Lin (film),Horror,Unique
"""The night uncovers what we wish to stay hidden""",Triton (film),The Tell-Tale Heart (1953 British film),Tam-Lin (film),Two Heads Creek,Triton (film),Horror,Unique
"""Darkness reveals the truth we fear""",Tormented (2009 British film),The Tapes,Two Heads Creek,The Tell-Tale Heart (1960 film),The Tapes,Horror,Unique
"""The night brings our fears to light""",The Tapes,The Tell-Tale Heart (1953 British film),Triton (film),Tam-Lin (film),Tam-Lin (film),Horror,Unique
"""In the dark truth is often hidden""",The Tapes,Tam-Lin (film),Two Heads Creek,The Tell-Tale Heart (1960 film),The Tell-Tale Heart (1960 film),Horror,Unique
"""The shadows hide what we fear most""",Tam-Lin (film),Triton (film),The Tapes,Tormented (2009 British film),Tormented (2009 British film),Horror,Unique
"""Fear is a constant companion in the dark""",The Shout,The Tell-Tale Heart (1953 British film),Two Heads Creek,Tam-Lin (film),Tam-Lin (film),Horror,Unique
"""In the darkness our deepest fears are revealed""",The Tapes,Two Heads Creek,Triton (film),The Tell-Tale Heart (1960 film),The Tapes,Horror,Unique
"""Darkness holds the answers we seek""",Tormented (2009 British film),Tam-Lin (film),The Tell-Tale Heart (1953 British film),Triton (film),Tormented (2009 British film),Horror,Unique
"""The night conceals more than it reveals""",Two Heads Creek,The Tapes,The Tell-Tale Heart (1960 film),Triton (film),The Tapes,Horror,Unique
"""Fear is the shadow that guides us""",The Tell-Tale Heart (1953 British film),The Shout,Tormented (2009 British film),Tam-Lin (film),Tam-Lin (film),Horror,Unique
"""The dark holds many secrets""",Two Heads Creek,Tam-Lin (film),The Tapes,The Tell-Tale Heart (1960 film),Two Heads Creek,Horror,Unique
"""In the shadows our fears come alive""",Tam-Lin (film),Triton (film),The Tapes,The Tell-Tale Heart (1953 British film),Triton (film),Horror,Unique
"""The truth hides in the darkest corners""",Two Heads Creek,Tam-Lin (film),Tormented (2009 British film),The Tapes,The Tapes,Horror,Unique
"""The night brings forth our deepest fears""",Triton (film),The Tell-Tale Heart (1960 film),Tam-Lin (film),The Tapes,The Tell-Tale Heart (1960 film),Horror,Unique
"""The shadows expose what we cannot face""",Tormented (2009 British film),Tam-Lin (film),The Tell-Tale Heart (1953 British film),The Tapes,Tormented (2009 British film),Horror,Unique
"""Fear hides in the darkest corners of our minds""",The Tell-Tale Heart (1960 film),The Tapes,Triton (film),Tam-Lin (film),The Tell-Tale Heart (1960 film),Horror,Unique
"""In the night our darkest secrets come to light""",Tam-Lin (film),Two Heads Creek,The Tapes,The Tell-Tale Heart (1953 British film),Tam-Lin (film),Horror,Unique
"""Darkness reveals what we fear the most""",Two Heads Creek,Tam-Lin (film),The Tell-Tale Heart (1953 British film),The Tapes,The Tapes,Horror,Unique
"""Evil has a way of unfolding when you least expect it""",The Wicker Man (film series),The Unfolding,Visitation (film),The Wicker Tree,The Unfolding,Horror,Unique
"""Sometimes the quest for truth can lead you to darkness""",The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unholy Quest,Horror,Unique
"""In the heart of darkness we find the truth""",The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unholy Quest,The Wicker Tree,Horror,Unique
"""What is lost in the dark is often found in the light""",The Wicker Man (film series),Visitation (film),The Unfolding,The Wicker Tree,Visitation (film),Horror,Unique
"""The past can haunt us in ways we never expected""",The Wicker Tree,The Unholy Quest,Visitation (film),The Unfolding,The Unholy Quest,Horror,Unique
"""What lies beneath often surprises those who seek it""",The Wicker Tree,The Wicker Man (film series),The Unfolding,Visitation (film),The Wicker Tree,Horror,Unique
"""Evil never truly dies; it only changes form""",The Unfolding,The Wicker Man (film series),The Unholy Quest,Visitation (film),The Unfolding,Horror,Unique
"""In the search for answers we may find more than we bargained for""",The Wicker Tree,Visitation (film),The Wicker Man (film series),The Unholy Quest,The Wicker Tree,Horror,Unique
"""Sometimes the answers we seek are hidden in plain sight""",The Unfolding,The Unholy Quest,Visitation (film),The Wicker Tree,The Unfolding,Horror,Unique
"""The quest for knowledge can lead to unforeseen consequences""",The Wicker Man (film series),The Unholy Quest,The Wicker Tree,Visitation (film),The Unholy Quest,Horror,Unique
"""Darkness can reveal truths we are not prepared to face""",Visitation (film),The Wicker Tree,The Wicker Man (film series),The Unfolding,Visitation (film),Horror,Unique
"""What we seek often comes at a great price""",The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unholy Quest,Horror,Unique
"""In the heart of the forest ancient secrets awaken""",The Unfolding,The Wicker Tree,Visitation (film),The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""The truth can be more terrifying than any lie""",The Wicker Tree,Visitation (film),The Wicker Man (film series),The Unholy Quest,Visitation (film),Horror,Unique
"""The journey to uncover the unknown is fraught with danger""",The Wicker Tree,The Unfolding,The Unholy Quest,The Wicker Man (film series),The Unfolding,Horror,Unique
"""The shadows hold more than just darkness""",The Wicker Tree,The Unholy Quest,The Wicker Man (film series),Visitation (film),The Wicker Tree,Horror,Unique
"""Every quest has its price""",The Wicker Man (film series),The Unfolding,The Unholy Quest,Visitation (film),The Unholy Quest,Horror,Unique
"""Sometimes what we fear most is what we must confront""",The Wicker Tree,The Unfolding,The Wicker Man (film series),Visitation (film),The Unfolding,Horror,Unique
"""The forest is a place where secrets come alive""",Visitation (film),The Wicker Tree,The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""Truths are often buried beneath layers of deception""",The Unholy Quest,The Unfolding,The Wicker Tree,Visitation (film),The Unholy Quest,Horror,Unique
"""Darkness can be both a hiding place and a revealer""",The Wicker Man (film series),The Wicker Tree,The Unfolding,Visitation (film),The Wicker Man (film series),Horror,Unique
"""The past has a way of coming back to haunt us""",The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),Visitation (film),Horror,Unique
"""Evil’s legacy is often left behind in unexpected places""",The Wicker Tree,The Unfolding,Visitation (film),The Wicker Man (film series),The Unfolding,Horror,Unique
"""Secrets buried in the forest can rise again""",The Wicker Man (film series),The Wicker Tree,The Unfolding,The Unholy Quest,The Wicker Tree,Horror,Unique
"""Confronting the darkness often leads to unexpected revelations""",The Unholy Quest,The Unfolding,The Wicker Man (film series),Visitation (film),The Unfolding,Horror,Unique
"""The quest often leads to the heart of darkness""",The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unholy Quest,Horror,Unique
"""Truth can be found in the most unlikely of places""",The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unfolding,The Wicker Tree,Horror,Unique
"""What lies in the dark is often more than we can handle""",The Unholy Quest,The Unfolding,Visitation (film),The Wicker Man (film series),The Unfolding,Horror,Unique
"""The forest is full of secrets waiting to be discovered""",The Wicker Tree,The Unholy Quest,Visitation (film),The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""Darkness reveals more than it conceals""",Visitation (film),The Wicker Tree,The Wicker Man (film series),The Unfolding,Visitation (film),Horror,Unique
"""Every shadow hides a story waiting to be told""",The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),The Wicker Tree,Horror,Unique
"""The unknown often holds the key to our salvation""",The Unfolding,The Wicker Tree,The Wicker Man (film series),Visitation (film),The Unfolding,Horror,Unique
"""In the quest for truth we often uncover more than we expect""",The Wicker Man (film series),The Wicker Tree,Visitation (film),The Unholy Quest,The Wicker Tree,Horror,Unique
"""The shadows of the forest can hold the darkest secrets""",The Unholy Quest,The Wicker Tree,Visitation (film),The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""Truths revealed in the dark can be unsettling""",Visitation (film),The Wicker Tree,The Wicker Man (film series),The Unfolding,The Unfolding,Horror,Unique
"""In the depths of darkness the truth can be found""",The Wicker Tree,Visitation (film),The Wicker Man (film series),The Unholy Quest,The Wicker Tree,Horror,Unique
"""The forest can be a place of both mystery and danger""",Visitation (film),The Unfolding,The Wicker Tree,The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""The quest for truth often leads us into the unknown""",Visitation (film),The Wicker Man (film series),The Wicker Tree,The Unholy Quest,The Unholy Quest,Horror,Unique
"""Darkness can be both a barrier and a guide""",The Unfolding,The Wicker Tree,Visitation (film),The Wicker Man (film series),The Wicker Tree,Horror,Unique
"""In the dark what we seek may not always be what we find""",Visitation (film),The Unholy Quest,The Wicker Man (film series),The Wicker Tree,Visitation (film),Horror,Unique
"""The forest hides more than just trees""",The Wicker Man (film series),The Unfolding,Visitation (film),The Wicker Tree,The Wicker Tree,Horror,Unique
"""What is hidden often holds the greatest truths""",The Wicker Man (film series),Visitation (film),The Unholy Quest,The Wicker Tree,The Wicker Man (film series),Horror,Unique
"""In seeking answers we may uncover more than we intended""",The Unfolding,The Wicker Tree,The Wicker Man (film series),Visitation (film),The Unfolding,Horror,Unique
"""The unknown can often be the key to understanding""",The Wicker Tree,The Wicker Man (film series),Visitation (film),The Unholy Quest,The Wicker Tree,Horror,Unique
"""Darkness often hides the most profound truths""",The Unholy Quest,The Wicker Man (film series),Visitation (film),The Unfolding,The Unholy Quest,Horror,Unique
"""In the quest for knowledge we often face our fears""",The Wicker Tree,The Wicker Man (film series),The Unfolding,Visitation (film),The Wicker Tree,Horror,Unique
"""The truth can be as frightening as it is revealing""",Visitation (film),The Wicker Man (film series),The Unfolding,The Unholy Quest,The Wicker Man (film series),Horror,Unique
"""Secrets buried in darkness can be the hardest to uncover""",The Unfolding,Visitation (film),The Wicker Tree,The Wicker Man (film series),The Unfolding,Horror,Unique
"""The quest often leads us into the heart of darkness""",The Wicker Man (film series),The Wicker Tree,The Unholy Quest,Visitation (film),The Wicker Tree,Horror,Unique
"""In darkness we may find what we did not know we were looking for""",The Unfolding,The Wicker Tree,The Wicker Man (film series),Visitation (film),The Unfolding,Horror,Unique
"""Sometimes the darkness is more than just a lack of light""",Angel Heart,The Attic (2007 film),The Amityville Haunting,Amityville: It's About Time,Angel Heart,Horror,Unique
"""Evil has a way of sticking around long after it should be gone""",Amityville Exorcism,The Amityville Legacy,The Amityville Horror (2005 film),The Afflicted (film),The Amityville Exorcism,Horror,Unique
"""What happens in the dark can change everything you know""",The Attic (1980 film),Amityville Terror,Alice Sweet Alice,Amityville: A New Generation,The Attic (1980 film),Horror,Unique
"""Some things are better left buried""",American Psycho (film),Asylum Blackout,Amityville: Vanishing Point,An American Crime,An American Crime,Horror,Unique
"""Evil can wear many faces but it's always the same at its core""",The Amityville Horror (1979 film),Audrey Rose (film),Alma and the Wolf,The Amityville Haunting,The Amityville Haunting,Horror,Unique
"""The past never really stays buried""",The Amityville Horror (2005 film),Amityville: No Escape,Amityville Dollhouse,The Afflicted (film),The Amityville Horror (2005 film),Horror,Unique
"""Sometimes the things we fear are closer than we think""",The Amityville Legacy,American Psycho (film),Amityville: Evil Never Dies,Amityville 4: The Evil Escapes,Amityville: Evil Never Dies,Horror,Unique
"""Fear is a powerful thing it can twist reality""",Amityville: A New Generation,Angel Heart,The Attic (2007 film),Alice Sweet Alice,Angel Heart,Horror,Unique
"""The darkness is not always a place sometimes it's a state of mind""",Amityville: The Awakening,Amityville Dollhouse,Audrey Rose (film),Against the Night (film),Audrey Rose (film),Horror,Unique
"""In the shadows the truth can be hidden or revealed""",The Amityville Terror,American Psycho (film),Amityville: A New Generation,Amityville: It's About Time,Amityville: It's About Time,Horror,Unique
"""Evil doesn't always announce itself it can be subtle and insidious""",Amityville: Vanishing Point,Angel Heart,The Amityville Horror (1979 film),The Amityville Haunting,Angel Heart,Horror,Unique
"""The mind can be a dark place even without supernatural influence""",The Amityville Legacy,Amityville Exorcism,American Psycho (film),The Attic (1980 film),American Psycho (film),Horror,Unique
"""Some horrors are beyond human comprehension""",Alma and the Wolf,The Amityville Horror (1979 film),The Afflicted (film),Amityville 4: The Evil Escapes,The Afflicted (film),Horror,Unique
"""The more you try to escape it the more it pulls you back in""",The Attic (2007 film),Amityville: No Escape,Alice Sweet Alice,Angel Heart,The Attic (2007 film),Horror,Unique
"""The line between reality and nightmare can be thin""",Amityville Terror,The Amityville Haunting,Against the Night (film),Amityville: A New Generation,The Amityville Haunting,Horror,Unique
"""Fear can be a powerful motivator but it can also blind us""",Amityville: Vanishing Point,The Wicker Man (film series),The Amityville Legacy,The Amityville Horror (1979 film),The Amityville Horror (1979 film),Horror,Unique
"""What you see isn't always what you get""",The Attic (2007 film),The Amityville Terror,Amityville: No Escape,Alice Sweet Alice,The Attic (2007 film),Horror,Unique
"""In the darkest places we find the brightest truths""",The Amityville Horror (2005 film),The Amityville Exorcism,American Psycho (film),Alma and the Wolf,The Amityville Exorcism,Horror,Unique
"""Evil's presence can sometimes be felt even when it's not seen""",The Wicker Tree,Amityville: The Awakening,Amityville: Evil Never Dies,The Attic (1980 film),Amityville: The Awakening,Horror,Unique
"""The things we fear often have a way of manifesting""",The Attic (1980 film),Amityville: Vanishing Point,Amityville 4: The Evil Escapes,The Afflicted (film),The Afflicted (film),Horror,Unique
"""Evil can escape from the past and follow us into the present""",The Attic (2007 film),The Unholy Quest,Amityville Dollhouse,The Amityville Haunting,The Amityville Haunting,Horror,Unique
"""In darkness even the smallest fears can become monstrous""",American Psycho (film),The Amityville Horror (2005 film),Amityville: It's About Time,The Wicker Man (film series),The Amityville Horror (2005 film),Horror,Unique
"""The past can have a way of coming back to haunt us""",The Wicker Man (film series),Amityville: A New Generation,Amityville Exorcism,Amityville: No Escape,Amityville: A New Generation,Horror,Unique
"""Sometimes the line between sanity and madness is very thin""",Amityville: Vanishing Point,The Attic (2007 film),The Amityville Terror,Angel Heart,Angel Heart,Horror,Unique
"""Fear is an emotion that can consume and control""",The Amityville Horror (2005 film),The Amityville Haunting,Amityville: No Escape,Amityville: A New Generation,The Amityville Haunting,Horror,Unique
"""The darkness can reveal more than just fear""",Alice Sweet Alice,The Attic (1980 film),The Afflicted (film),The Amityville Haunting,The Attic (1980 film),Horror,Unique
"""In the battle between light and dark the stakes can be high""",The Amityville Horror (1979 film),The Unholy Quest,The Attic (2007 film),The Wicker Man (film series),The Wicker Man (film series),Horror,Unique
"""The mind can conjure the most terrifying of horrors""",Amityville: Vanishing Point,Alice Sweet Alice,The Amityville Horror (1979 film),The Attic (1980 film),Amityville: Vanishing Point,Horror,Unique
"""The past never truly stays buried it often resurfaces""",The Attic (2007 film),The Amityville Haunting,The Amityville Exorcism,Amityville: No Escape,The Amityville Exorcism,Horror,Unique
"""The more you run from your fears the stronger they become""",The Amityville Terror,The Amityville Legacy,American Psycho (film),The Afflicted (film),The Amityville Terror,Horror,Unique
"""In the darkest corners of the mind fear can take hold""",Amityville: It's About Time,Alice Sweet Alice,The Attic (1980 film),The Wicker Man (film series),Alice Sweet Alice,Horror,Unique
"""The truth can sometimes be more terrifying than fiction""",The Amityville Haunting,Amityville: Vanishing Point,The Wicker Man (film series),The Attic (2007 film),The Amityville Haunting,Horror,Unique
"""Evil can linger long after it's been forgotten""",The Attic (1980 film),The Amityville Horror (1979 film),Amityville: No Escape,The Wicker Tree,The Amityville Horror (1979 film),Horror,Unique
"""The darkness within can sometimes be the most frightening""",The Unholy Quest,The Amityville Exorcism,The Amityville Terror,Angel Heart,Angel Heart,Horror,Unique
"""What we fear most often comes to find us""",The Attic (2007 film),The Afflicted (film),The Wicker Man (film series),Amityville: A New Generation,The Afflicted (film),Horror,Unique
"""The unknown can be more dangerous than we anticipate""",The Amityville Haunting,Amityville 4: The Evil Escapes,Amityville: The Awakening,The Attic (2007 film),The Attic (2007 film),Horror,Unique
"""Some things should remain hidden for their own safety""",The Attic (1980 film),Amityville: No Escape,Angel Heart,Amityville: Vanishing Point,Angel Heart,Horror,Unique
"""Fear can often distort reality beyond recognition""",The Wicker Man (film series),The Amityville Exorcism,The Amityville Terror,The Afflicted (film),The Wicker Man (film series),Horror,Unique
"""What lies in the darkness can often be more real than we think""",The Attic (2007 film),Amityville Dollhouse,The Amityville Legacy,The Amityville Horror (2005 film),The Amityville Horror (2005 film),Horror,Unique
"""Sometimes fear is the only thing that remains""",Angel Heart,The Amityville Terror,The Afflicted (film),The Wicker Tree,The Wicker Tree,Horror,Unique
"""The shadows can often conceal the deepest fears""",The Wicker Man (film series),The Amityville Horror (2005 film),The Attic (1980 film),Amityville: Evil Never Dies,The Wicker Man (film series),Horror,Unique
"""The darkest places often hold the greatest secrets""",The Attic (1980 film),The Amityville Haunting,Angel Heart,The Wicker Tree,The Wicker Tree,Horror,Unique
"""Evil can be hidden in the most ordinary places""",The Unholy Quest,The Amityville Horror (1979 film),Amityville: No Escape,The Attic (2007 film),The Unholy Quest,Horror,Unique
"""Sometimes the darkest horrors come from within""",The Amityville Legacy,The Attic (1980 film),Amityville: A New Generation,Alice Sweet Alice,Alice Sweet Alice,Horror,Unique
"""The past has a way of catching up with us""",The Attic (2007 film),Amityville: Evil Never Dies,Amityville Terror,Angel Heart,The Attic (2007 film),Horror,Unique
"""In the darkness we confront the shadows of our fears""",Amityville: The Awakening,The Amityville Legacy,The Amityville Haunting,The Wicker Man (film series),The Wicker Man (film series),Horror,Unique
